,trip_id,train_name,date,cargo,station_id,event,cargo_type,fuel_level,ended
45,ZJIVF4D9ZQ,HHEXD,2025-03-26 11:21:28,32.0,station_B,Llegada de vagones,Machinery,701.0,True
46,LOQMHLD939,VXRCS,2025-01-29 12:30:00,17.0,station_D,Descarga de vagones,Textiles,494.436,True
47,JZCZVPD4RX,VXRCS,2024-12-19 17:26:54,0.0,station_G,Llegada de vagones,Textiles,906.0960000000002,True
48,43RAVC2UIN,VXRCS,2025-08-04 13:40:51,0.0,station_E,Salida de vagones,Textiles,247.25999999999982,True
49,0DZ6XPYFXO,UDAXI,2024-08-29 03:18:55,0.0,station_F,Llegada de vagones,Textiles,860.6320000000001,True
50,8NPF727XEH,HHEXD,2024-10-02 16:59:24,0.0,station_F,Descarga de vagones,Chemicals,454.3399999999999,True
51,XKDZTO1FGA,HHEXD,2024-11-13 10:12:56,36.0,station_A,Salida de vagones,Machinery,800.0,True
52,CH236I5A7D,VXRCS,2025-01-14 17:16:48,0.0,station_G,Final de ruta,Machinery,444.45000000000005,True
53,JR0Y2EFZ6R,HHEXD,2024-11-09 16:23:21,0.0,station_F,Salida de vagones,Machinery,382.925,True
54,4364V0WSSK,VXRCS,2025-05-08 13:47:38,0.0,station_E,Llegada de vagones,Chemicals,876.2160000000001,True
55,5025KFBOSC,UDAXI,2024-11-06 16:48:03,24.0,station_D,Llegada de vagones,Food,445.648,True
56,99BRBLRTVW,VXRCS,2024-08-13 11:00:24,3.0,station_B,Descarga de vagones,Food,336.33599999999984,True
57,F4TJITP71S,UDAXI,2025-08-06 19:15:20,30.0,station_C,Salida de vagones,Chemicals,896.7040000000001,True
58,J81NG2QGCE,VXRCS,2025-05-17 17:28:57,1.0,station_G,Final de ruta,Chemicals,0.0,True
59,A7H7AYNU0X,HHEXD,2025-02-12 12:04:46,1.0,station_C,Salida de vagones,Food,701.7,True
60,9CYMTYGW5F,VXRCS,2025-05-20 14:01:16,2.0,station_E,Llegada de vagones,Machinery,779.8800000000001,True
61,PHBL57Y9HQ,HHEXD,2024-09-09 16:17:26,1.0,station_F,Salida de vagones,Machinery,352.1,True
62,2Y4PV33B4H,VXRCS,2025-02-19 12:45:28,4.0,station_D,Llegada de vagones,Electronics,457.6800000000003,True
63,5BLYUJTGE7,UDAXI,2025-07-05 12:03:09,27.0,station_B,Llegada de vagones,Machinery,923.8,True
64,99JHCAZ89F,HHEXD,2025-01-28 19:58:39,0.0,station_G,Llegada de vagones,Food,374.65,True
65,UHT6T0UZS9,UDAXI,2024-06-25 10:11:16,46.0,station_A,Final carga,Food,289.67999999999995,True
66,26192K42QP,HHEXD,2024-06-29 15:20:30,0.0,station_E,Salida de vagones,Textiles,672.5,True
67,H7JTKKUOW7,VXRCS,2024-09-12 10:00:00,0.0,station_A,Comienzo de ruta,,1200.0,True
68,NVNQ65QDF1,UDAXI,2024-06-19 18:34:03,19.0,station_E,Llegada de vagones,Electronics,147.91999999999985,True
69,T3UEA3GE8N,HHEXD,2024-06-17 16:22:59,0.0,station_F,Salida de vagones,Textiles,608.9599999999999,True
70,5XS9CFU5HY,VXRCS,2025-07-01 12:58:11,0.0,station_D,Salida de vagones,Machinery,885.3600000000001,True
71,9P452BFSOZ,VXRCS,2024-07-09 11:23:25,0.0,station_C,Descarga de vagones,Textiles,1129.0800000000002,True
72,G6IZED1IPS,UDAXI,2024-11-25 21:43:53,2.0,station_D,Llegada de vagones,Textiles,907.8879999999999,True
73,XPUE8YM759,UDAXI,2025-03-15 09:10:30,0.0,station_G,Descarga de vagones,Chemicals,582.8320000000001,True
74,8L4EBEAQNC,UDAXI,2024-11-18 10:00:00,0.0,station_A,Comienzo de ruta,,1000.0,True
75,XY2YYF8IWH,HHEXD,2024-10-05 16:53:45,0.0,station_F,Llegada de vagones,Chemicals,474.55999999999995,True
76,HQCETAGHNM,VXRCS,2025-06-28 10:01:21,10.0,station_A,Final carga,Textiles,411.21600000000007,True
77,P9IT02F6NJ,UDAXI,2025-09-08 16:48:53,5.0,station_D,Salida de vagones,Chemicals,793.7919999999999,True
78,XZJ1XYXASW,HHEXD,2025-06-17 12:02:56,13.0,station_C,Llegada de vagones,Textiles,737.36,True
79,LAVSMLZ16U,HHEXD,2024-09-30 19:18:46,1.0,station_G,Descarga de vagones,Machinery,139.24999999999994,True
80,ODG0V4GIA9,HHEXD,2024-09-26 17:26:20,0.0,station_F,Descarga de vagones,Machinery,0.0,True
81,VWIPGSEMU5,UDAXI,2025-01-29 03:00:30,0.0,station_F,Llegada de vagones,Textiles,848.8240000000001,True
82,SY0X4KNSF4,VXRCS,2025-08-15 12:42:25,2.0,station_D,Salida de vagones,Food,187.06799999999976,True
83,JUDT59WEU7,UDAXI,2025-01-21 16:02:20,7.0,station_D,Descarga de vagones,Food,432.0320000000001,True
84,TKZ6THSXOO,UDAXI,2024-09-30 19:43:55,9.0,station_C,Salida de vagones,Machinery,221.07999999999993,True
85,G6IZED1IPS,UDAXI,2024-11-26 08:57:07,0.0,station_G,Final de ruta,Textiles,795.088,True
86,25HBPKT9A9,HHEXD,2024-07-20 10:02:27,12.0,station_A,Final carga,Electronics,800.0,True
87,567H488S2X,VXRCS,2025-06-09 13:52:18,3.0,station_E,Llegada de vagones,Food,342.13200000000023,True
88,8LSWU652FY,VXRCS,2025-02-27 13:44:22,0.0,station_E,Descarga de vagones,Textiles,1030.4399999999998,True
89,T7CU8JU6OJ,UDAXI,2025-03-25 18:04:25,0.0,station_E,Descarga de vagones,Machinery,729.52,True
90,ZSDP5YHP5E,VXRCS,2024-11-16 10:54:22,13.0,station_B,Llegada de vagones,Electronics,356.06400000000014,True
91,LBIPQFNKZG,HHEXD,2025-03-01 11:55:57,0.0,station_C,Descarga de vagones,Electronics,731.92,True
92,N34CK9XH0H,UDAXI,2025-08-28 15:58:05,5.0,station_D,Descarga de vagones,Textiles,911.7040000000001,True
93,S5PUYRZXHM,VXRCS,2024-10-26 10:00:00,0.0,station_A,Comienzo de ruta,,1200.0,True
94,LJKPHCUI2Q,UDAXI,2025-06-11 18:00:16,77.0,station_B,Llegada de vagones,Food,157.52800000000008,True
95,P5YE8T582B,UDAXI,2025-05-21 16:56:34,10.0,station_D,Salida de vagones,Textiles,909.376,True
96,U32QVLNLFQ,VXRCS,2025-08-09 12:51:24,1.0,station_D,Salida de vagones,Machinery,911.0100000000001,True
97,4C86HF4I8A,VXRCS,2025-02-10 12:58:51,2.0,station_D,Salida de vagones,Machinery,861.4200000000001,True
98,SY2MNUTT1W,VXRCS,2025-05-02 16:25:38,0.0,station_G,Final de ruta,Chemicals,601.5360000000002,True
99,4IKMOC0AR0,UDAXI,2025-04-04 22:51:35,6.0,station_D,Salida de vagones,Food,127.28000000000002,True
100,EPZHPCF07U,UDAXI,2024-06-15 00:17:16,8.0,station_E,Llegada de vagones,Food,792.4799999999999,True
101,DSBS5FI6ER,UDAXI,2025-05-09 16:50:27,7.0,station_D,Salida de vagones,Food,836.6800000000001,True
102,F1F1L8SUGF,HHEXD,2024-09-05 16:07:05,1.0,station_F,Llegada de vagones,Textiles,142.31000000000012,True
103,G5GNV56VKT,UDAXI,2025-07-11 13:40:24,20.0,station_C,Descarga de vagones,Machinery,446.39200000000005,True
104,8QPT16HDXQ,VXRCS,2025-08-25 13:37:00,0.0,station_E,Salida de vagones,Chemicals,812.424,True
105,BJ51IFI031,VXRCS,2025-05-06 13:48:13,1.0,station_E,Llegada de vagones,Food,913.1999999999998,True
106,RDYYVDQQL2,HHEXD,2025-05-16 20:12:21,0.0,station_G,Final de ruta,Machinery,180.875,True
107,7Q9AH8RVHS,UDAXI,2024-06-07 10:23:37,85.0,station_A,Final carga,Food,602.1759999999999,True
108,52EFUJEIR9,HHEXD,2024-08-08 17:10:50,0.0,station_F,Llegada de vagones,Machinery,371.6,True
109,4VYNZLAXAE,VXRCS,2025-09-25 16:50:15,0.0,station_G,Final de ruta,Electronics,202.60799999999972,True
110,8A54TA1SOA,VXRCS,2025-03-05 16:30:59,0.0,station_G,Llegada de vagones,Textiles,889.4999999999999,True
111,4WYJ9DAK64,UDAXI,2025-01-09 10:22:39,93.0,station_A,Salida de vagones,Food,495.4240000000001,True
112,TGN7P05DJR,VXRCS,2024-11-26 13:07:11,1.0,station_D,Descarga de vagones,Electronics,1029.2160000000001,True
113,V6RAST5J28,UDAXI,2024-07-23 20:30:03,0.0,station_F,Salida de vagones,Textiles,838.384,True
114,4H8WVTZDFX,HHEXD,2025-05-19 15:02:03,1.0,station_E,Llegada de vagones,Textiles,649.19,True
115,PPCUYHYQ8S,VXRCS,2025-01-23 11:35:28,4.0,station_C,Llegada de vagones,Chemicals,450.3000000000002,True
116,FVD6XDHYX3,UDAXI,2025-06-05 18:07:59,35.0,station_B,Llegada de vagones,Textiles,967.6,True
117,H0TB4QOD4K,VXRCS,2024-09-21 12:51:12,0.0,station_D,Salida de vagones,Chemicals,194.44799999999998,True
118,AM7SMC67OK,VXRCS,2025-02-15 10:51:40,9.0,station_B,Llegada de vagones,Textiles,1160.76,True
119,9NMNSWIL68,HHEXD,2025-01-16 15:01:11,3.0,station_E,Llegada de vagones,Textiles,657.95,True
120,36ZHBPX52L,VXRCS,2024-12-21 13:25:58,1.0,station_E,Descarga de vagones,Chemicals,314.6160000000002,True
121,H0TB4QOD4K,VXRCS,2024-09-21 17:27:51,0.0,station_G,Descarga de vagones,Chemicals,0.0,True
122,ZXV9XJM6Z6,UDAXI,2024-09-19 12:06:19,35.0,station_B,Llegada de vagones,Electronics,183.27999999999992,True
123,MRS5YI1NNS,UDAXI,2025-07-26 21:16:30,4.0,station_F,Llegada de vagones,Machinery,658.66,True
124,25HBPKT9A9,HHEXD,2024-07-20 13:44:58,1.0,station_D,Salida de vagones,Electronics,664.2400000000001,True
125,CK5I0GQMMH,HHEXD,2025-01-13 16:22:59,0.0,station_F,Llegada de vagones,Food,510.1,True
126,4WYJ9DAK64,UDAXI,2025-01-09 21:01:17,4.0,station_F,Descarga de vagones,Food,203.74400000000009,True
127,884JXZOSI3,UDAXI,2025-02-01 18:53:32,1.0,station_E,Descarga de vagones,Chemicals,369.496,True
128,0JJGGGS8W0,HHEXD,2024-12-18 13:58:54,0.0,station_D,Llegada de vagones,Machinery,535.85,True
129,1ME4XLA5GZ,UDAXI,2025-07-02 12:06:53,86.0,station_B,Llegada de vagones,Chemicals,189.35999999999999,True
130,8ETFZHI9R1,VXRCS,2025-09-10 11:36:45,2.0,station_C,Descarga de vagones,Chemicals,1057.152,True
131,MRS5YI1NNS,UDAXI,2025-07-26 19:02:12,4.0,station_E,Llegada de vagones,Machinery,733.54,True
132,YE19ES4IHR,UDAXI,2025-04-15 13:38:48,4.0,station_C,Salida de vagones,Chemicals,882.88,True
133,JIMM8YXU1P,VXRCS,2025-09-29 10:00:00,0.0,station_A,Comienzo de ruta,,1200.0,True
134,SWDVRHX1Z2,UDAXI,2024-09-03 22:09:21,3.0,station_D,Descarga de vagones,Textiles,889.5759999999999,True
135,E8ZN1N5RUS,VXRCS,2024-11-11 10:55:44,40.0,station_B,Llegada de vagones,Chemicals,333.12,True
136,A7H7AYNU0X,HHEXD,2025-02-12 10:09:21,33.0,station_A,Salida de vagones,Food,800.0,True
137,CR0F5PX2TN,UDAXI,2025-04-22 15:18:14,61.0,station_D,Llegada de vagones,Textiles,869.56,True
138,VRJNVGFYGW,HHEXD,2024-06-03 10:12:29,41.0,station_A,Salida de vagones,Chemicals,800.0,True
139,J45LKCDXSN,HHEXD,2025-05-29 20:06:48,0.0,station_G,Descarga de vagones,Textiles,547.79,True
140,XD45BA890A,UDAXI,2024-10-16 16:39:15,6.0,station_D,Descarga de vagones,Chemicals,827.1999999999999,True
141,YP2KNWDQHD,VXRCS,2025-05-12 10:00:00,0.0,station_A,Comienzo de ruta,,1200.0,True
142,DFR21520RN,HHEXD,2024-08-14 15:04:22,10.0,station_E,Llegada de vagones,Electronics,114.88000000000005,True
143,OH9O5QVWC9,HHEXD,2025-08-18 14:01:08,2.0,station_D,Llegada de vagones,Food,622.7,True
144,77QKXIRHBV,UDAXI,2024-11-20 07:01:10,0.0,station_G,Final de ruta,Textiles,779.5840000000002,True
145,C3Y7HATCFV,VXRCS,2025-04-24 13:35:39,0.0,station_E,Llegada de vagones,Electronics,967.5360000000002,True
146,LJ2XLQP5L7,HHEXD,2025-05-10 15:07:05,2.0,station_E,Descarga de vagones,Textiles,669.5599999999998,True
147,RZN0994LX9,VXRCS,2025-02-13 13:03:05,3.0,station_D,Descarga de vagones,Machinery,845.76,True
148,RPUVN3VBIA,UDAXI,2025-09-10 00:47:27,2.0,station_E,Llegada de vagones,Electronics,820.832,True
149,6XD5KXKQGH,HHEXD,2024-11-21 11:19:41,37.0,station_B,Salida de vagones,Chemicals,228.01999999999992,True
150,J4EFFF1GXI,UDAXI,2024-08-10 18:18:00,0.0,station_E,Salida de vagones,Chemicals,240.01600000000008,True
151,7ZBSFN244K,UDAXI,2025-02-08 02:49:04,0.0,station_G,Descarga de vagones,Machinery,467.55999999999995,True
152,RKGYC4OM3W,UDAXI,2024-06-20 16:15:29,69.0,station_A,Final carga,Food,1000.0,True
153,KUE98HLUJB,HHEXD,2025-04-04 15:13:03,3.0,station_E,Llegada de vagones,Machinery,442.70000000000005,True
154,8ZFWONVVXS,HHEXD,2025-01-22 12:16:51,3.0,station_C,Llegada de vagones,Chemicals,681.3199999999999,True
155,8V88BC1HY2,HHEXD,2025-07-07 14:05:34,5.0,station_D,Salida de vagones,Machinery,526.475,True
156,B8UC3160RB,VXRCS,2025-07-10 14:21:50,0.0,station_F,Salida de vagones,Chemicals,729.8399999999999,True
157,YEVN11V8PL,UDAXI,2025-04-29 19:14:15,8.0,station_C,Llegada de vagones,Chemicals,180.09599999999995,True
158,43RAVC2UIN,VXRCS,2025-08-04 11:26:29,11.0,station_C,Salida de vagones,Textiles,343.1999999999998,True
159,5ZM97PPER1,VXRCS,2025-03-27 14:34:58,0.0,station_F,Salida de vagones,Chemicals,0.0,True
160,AIKVW2RFXV,UDAXI,2025-01-05 01:00:30,0.0,station_E,Llegada de vagones,Electronics,863.4240000000001,True
161,2BL3M3FQUK,HHEXD,2025-04-10 11:54:55,26.0,station_C,Llegada de vagones,Electronics,716.56,True
162,UOGP0MYOE4,UDAXI,2025-06-01 01:56:41,0.0,station_G,Final de ruta,Electronics,730.432,True
163,8FE8B2HWYW,HHEXD,2025-09-11 11:48:06,42.0,station_C,Llegada de vagones,Food,204.54,True
164,MF0XLZYOBB,HHEXD,2025-07-24 12:24:52,7.0,station_C,Llegada de vagones,Chemicals,673.28,True
165,JUDT59WEU7,UDAXI,2025-01-21 15:59:51,23.0,station_D,Llegada de vagones,Food,432.0320000000001,True
166,KYYOQF1P7R,UDAXI,2025-03-06 18:55:05,5.0,station_E,Descarga de vagones,Chemicals,0.0,True
167,CWNPGW90JP,VXRCS,2024-06-21 16:51:42,1.0,station_G,Final de ruta,Food,99.096,True
168,WMUWBTKW2J,UDAXI,2025-03-27 09:55:29,1.0,station_G,Llegada de vagones,Electronics,688.512,True
169,UHPTHLXJ6Y,HHEXD,2024-11-04 11:58:31,35.0,station_C,Llegada de vagones,Chemicals,665.6,True
170,JIMM8YXU1P,VXRCS,2025-09-29 12:58:39,2.0,station_D,Llegada de vagones,Chemicals,944.1120000000002,True
171,X41Q4HX6BQ,VXRCS,2025-06-21 14:37:26,0.0,station_F,Descarga de vagones,Chemicals,796.08,True
172,3Q3QA3S8KE,VXRCS,2024-07-29 10:53:40,7.0,station_B,Descarga de vagones,Textiles,566.9400000000002,True
173,MY4GPYWSSB,UDAXI,2024-07-27 18:03:49,24.0,station_B,Llegada de vagones,Textiles,970.24,True
174,T7CU8JU6OJ,UDAXI,2025-03-26 01:48:18,0.0,station_G,Descarga de vagones,Machinery,507.52,True
175,K6I2KLJ4WC,HHEXD,2025-02-03 16:27:12,8.0,station_F,Llegada de vagones,Machinery,323.82499999999993,True
176,DFUTE0XFZI,UDAXI,2025-07-16 16:11:53,60.0,station_A,Salida de vagones,Electronics,346.68000000000006,True
177,8UUTRXG8WJ,HHEXD,2025-06-24 15:07:16,5.0,station_E,Llegada de vagones,Food,565.8,True
178,HMIP5BX9X3,UDAXI,2024-09-09 22:30:25,18.0,station_D,Salida de vagones,Food,818.72,True
179,T16WT8JJ4T,VXRCS,2025-09-22 12:45:12,8.0,station_D,Salida de vagones,Textiles,1059.744,True
180,UHT6T0UZS9,UDAXI,2024-06-25 16:41:05,6.0,station_D,Salida de vagones,Food,137.67999999999995,True
181,5HJHWFNSLK,UDAXI,2025-08-01 10:13:20,95.0,station_A,Salida de vagones,Textiles,1000.0,True
182,Z9ATSN1U32,HHEXD,2024-06-26 11:50:27,5.0,station_C,Descarga de vagones,Food,694.4,True
183,TINIF1HEB4,HHEXD,2025-06-27 15:53:38,3.0,station_F,Salida de vagones,Electronics,537.3199999999998,True
184,LOQMHLD939,VXRCS,2025-01-29 10:00:00,0.0,station_A,Comienzo de ruta,,634.404,True
185,PG4PVDV7PE,HHEXD,2025-09-17 15:05:48,4.0,station_E,Llegada de vagones,Chemicals,498.44000000000005,True
186,SK28T7A9TG,VXRCS,2024-06-18 11:22:39,24.0,station_C,Salida de vagones,Textiles,1124.328,True
187,AAVH1I4EOY,VXRCS,2024-11-14 12:49:44,5.0,station_D,Descarga de vagones,Electronics,1016.8320000000001,True
188,85W6UYRLBU,HHEXD,2024-12-03 11:47:53,31.0,station_C,Salida de vagones,Food,681.1,True
189,FJ7R37F7FP,HHEXD,2025-05-07 10:09:03,45.0,station_A,Final carga,Electronics,800.0,True
190,F2HPNW1KIN,VXRCS,2024-11-08 14:58:59,0.0,station_F,Descarga de vagones,Electronics,928.32,True
191,0LMI8X76RK,VXRCS,2024-07-31 11:34:38,10.0,station_C,Salida de vagones,Machinery,1011.0,True
192,UUWZIX69GU,VXRCS,2024-09-16 12:44:11,8.0,station_D,Descarga de vagones,Machinery,55.41599999999994,True
193,IE2L2FUWE9,VXRCS,2024-09-10 16:41:57,0.0,station_G,Llegada de vagones,Textiles,116.77199999999999,True
194,94JBY7CQKD,VXRCS,2025-03-29 12:46:43,0.0,station_D,Salida de vagones,Food,1007.4000000000001,True
195,DFR21520RN,HHEXD,2024-08-14 11:11:32,46.0,station_B,Llegada de vagones,Electronics,255.2400000000001,True
196,OBAJQT4HS0,HHEXD,2025-06-20 11:21:38,20.0,station_B,Descarga de vagones,Machinery,216.11,True
197,5BLYUJTGE7,UDAXI,2025-07-05 12:04:33,21.0,station_B,Descarga de vagones,Machinery,923.8,True
198,H7JTKKUOW7,VXRCS,2024-09-12 10:51:35,23.0,station_B,Descarga de vagones,Electronics,1133.28,True
199,RDYYVDQQL2,HHEXD,2025-05-16 10:00:00,0.0,station_A,Comienzo de ruta,,800.0,True
200,Z63PNWDDS5,HHEXD,2024-09-17 19:02:53,6.0,station_G,Descarga de vagones,Machinery,81.12499999999994,True
201,L11FC6V3OJ,VXRCS,2025-08-07 15:18:42,0.0,station_F,Descarga de vagones,Chemicals,783.84,True
202,MIVLUDBJJH,HHEXD,2024-12-06 11:12:53,42.0,station_B,Salida de vagones,Textiles,756.2,True
203,AOBRWMFTOO,VXRCS,2025-09-12 10:00:00,0.0,station_A,Comienzo de ruta,,1200.0,True
204,99JHCAZ89F,HHEXD,2025-01-28 10:11:08,39.0,station_A,Salida de vagones,Food,800.0,True
205,PDPFF5E8II,VXRCS,2024-06-10 13:37:22,0.0,station_E,Salida de vagones,Chemicals,834.6,True
206,DFR21520RN,HHEXD,2024-08-14 13:51:45,10.0,station_D,Salida de vagones,Electronics,158.88000000000005,True
207,YZG0OA3Y31,UDAXI,2025-09-19 18:38:53,0.0,station_E,Salida de vagones,Textiles,373.19199999999995,True
208,N34CK9XH0H,UDAXI,2025-08-28 15:58:05,5.0,station_D,Llegada de vagones,Textiles,911.7040000000001,True
209,UH8IUNCLVE,UDAXI,2025-05-24 21:08:01,0.0,station_F,Descarga de vagones,Textiles,468.184,True
210,KDRX0WDSS7,UDAXI,2025-06-23 16:40:34,3.0,station_D,Llegada de vagones,Chemicals,822.544,True
211,3QHFKTCNUJ,VXRCS,2024-11-28 14:52:17,0.0,station_F,Llegada de vagones,Food,84.33600000000004,True
212,2AQNPEWQGA,HHEXD,2024-12-09 20:14:05,0.0,station_G,Final de ruta,Machinery,0.0,True
213,B8UC3160RB,VXRCS,2025-07-10 13:21:40,12.0,station_E,Llegada de vagones,Chemicals,818.8319999999999,True
214,VP8H4NOUWR,HHEXD,2025-06-07 16:52:21,1.0,station_F,Descarga de vagones,Machinery,369.87500000000006,True
215,LIY8O69WEZ,UDAXI,2024-08-16 12:26:58,35.0,station_B,Llegada de vagones,Machinery,515.9680000000001,True
216,YXI3MWRMVI,HHEXD,2025-06-02 14:52:04,16.0,station_E,Llegada de vagones,Chemicals,11.509999999999962,True
217,0LMI8X76RK,VXRCS,2024-07-31 17:15:50,2.0,station_G,Final de ruta,Machinery,424.74,True
218,9TUWAR7JZ2,UDAXI,2025-08-22 16:12:04,3.0,station_D,Llegada de vagones,Chemicals,817.264,True
219,XTLNV5MOIJ,VXRCS,2024-08-26 11:16:44,10.0,station_C,Descarga de vagones,Textiles,1125.2640000000001,True
220,A7H7AYNU0X,HHEXD,2025-02-12 13:57:22,1.0,station_D,Llegada de vagones,Food,625.95,True
221,67JH2LKNMI,VXRCS,2024-12-16 10:58:52,31.0,station_B,Llegada de vagones,Machinery,1082.1,True
222,254B2PMSZD,VXRCS,2025-08-13 11:21:18,7.0,station_C,Salida de vagones,Electronics,1094.2079999999999,True
223,U3R9KE7J2S,VXRCS,2025-03-15 16:55:42,0.0,station_G,Llegada de vagones,Chemicals,622.488,True
224,VRRGQZ3PM7,HHEXD,2025-05-13 10:10:07,40.0,station_A,Salida de vagones,Food,323.0899999999998,True
225,IE3CSMCMCU,VXRCS,2024-09-04 14:57:27,0.0,station_F,Salida de vagones,Chemicals,783.1920000000001,True
226,6TK9LSG4IQ,HHEXD,2024-12-26 16:56:05,0.0,station_F,Llegada de vagones,Food,508.79999999999995,True
227,6T18UM0ZQ6,VXRCS,2025-07-14 16:40:16,0.0,station_G,Final de ruta,Chemicals,540.1920000000001,True
