,trip_id,train_name,date,cargo,station_id,event,cargo_type,fuel_level
27,VRJNVGFYGW,HHEXD,2024-06-03 12:04:09,0.0,station_C,Salida de vagones,Chemicals,670.4
28,VRJNVGFYGW,HHEXD,2024-06-03 13:44:52,0.0,station_D,Salida de vagones,Chemicals,580.4
29,VRJNVGFYGW,HHEXD,2024-06-03 13:44:52,0.0,station_D,Descarga de vagones,Chemicals,580.4
30,VRJNVGFYGW,HHEXD,2024-06-03 13:44:52,0.0,station_D,Llegada de vagones,Chemicals,580.4
31,VRJNVGFYGW,HHEXD,2024-06-03 14:57:24,0.0,station_E,Salida de vagones,Chemicals,520.4
32,VRJNVGFYGW,HHEXD,2024-06-03 14:57:24,0.0,station_E,Llegada de vagones,Chemicals,520.4
33,VRJNVGFYGW,HHEXD,2024-06-03 14:57:24,0.0,station_E,Descarga de vagones,Chemicals,520.4
34,XWNREK8PK3,UDAXI,2024-06-03 16:10:37,78.0,station_A,Final carga,Textiles,1000.0
35,XWNREK8PK3,UDAXI,2024-06-03 16:10:37,78.0,station_A,Salida de vagones,Textiles,1000.0
36,VRJNVGFYGW,HHEXD,2024-06-03 16:26:06,0.0,station_F,Descarga de vagones,Chemicals,448.4
37,VRJNVGFYGW,HHEXD,2024-06-03 16:26:06,0.0,station_F,Salida de vagones,Chemicals,448.4
38,VRJNVGFYGW,HHEXD,2024-06-03 16:26:06,0.0,station_F,Llegada de vagones,Chemicals,448.4
39,XWNREK8PK3,UDAXI,2024-06-03 17:58:10,78.0,station_B,Llegada de vagones,Textiles,957.28
40,XWNREK8PK3,UDAXI,2024-06-03 18:04:48,7.0,station_B,Descarga de vagones,Textiles,957.28
41,XWNREK8PK3,UDAXI,2024-06-03 18:04:48,7.0,station_B,Salida de vagones,Textiles,957.28
42,XWNREK8PK3,UDAXI,2024-06-03 19:12:31,7.0,station_C,Llegada de vagones,Textiles,941.872
43,XWNREK8PK3,UDAXI,2024-06-03 19:12:50,4.0,station_C,Descarga de vagones,Textiles,941.872
44,XWNREK8PK3,UDAXI,2024-06-03 19:12:50,4.0,station_C,Salida de vagones,Textiles,941.872
45,VRJNVGFYGW,HHEXD,2024-06-03 19:41:34,0.0,station_G,Llegada de vagones,Chemicals,298.4
46,VRJNVGFYGW,HHEXD,2024-06-03 19:41:34,0.0,station_G,Descarga de vagones,Chemicals,298.4
47,VRJNVGFYGW,HHEXD,2024-06-03 19:41:34,0.0,station_G,Final de ruta,Chemicals,298.4
48,XWNREK8PK3,UDAXI,2024-06-03 22:13:28,4.0,station_D,Llegada de vagones,Textiles,904.432
49,XWNREK8PK3,UDAXI,2024-06-03 22:13:39,2.0,station_D,Salida de vagones,Textiles,904.432
50,XWNREK8PK3,UDAXI,2024-06-03 22:13:39,2.0,station_D,Descarga de vagones,Textiles,904.432
51,XWNREK8PK3,UDAXI,2024-06-04 00:42:10,2.0,station_E,Descarga de vagones,Textiles,879.9519999999999
52,XWNREK8PK3,UDAXI,2024-06-04 00:42:10,2.0,station_E,Llegada de vagones,Textiles,879.9519999999999
53,XWNREK8PK3,UDAXI,2024-06-04 00:42:10,2.0,station_E,Salida de vagones,Textiles,879.9519999999999
54,XWNREK8PK3,UDAXI,2024-06-04 03:10:05,2.0,station_F,Descarga de vagones,Textiles,850.5759999999999
55,XWNREK8PK3,UDAXI,2024-06-04 03:10:05,2.0,station_F,Llegada de vagones,Textiles,850.5759999999999
56,XWNREK8PK3,UDAXI,2024-06-04 03:10:05,2.0,station_F,Salida de vagones,Textiles,850.5759999999999
57,XWNREK8PK3,UDAXI,2024-06-04 08:07:11,2.0,station_G,Descarga de vagones,Textiles,789.3759999999999
58,XWNREK8PK3,UDAXI,2024-06-04 08:07:11,2.0,station_G,Llegada de vagones,Textiles,789.3759999999999
59,XWNREK8PK3,UDAXI,2024-06-04 08:07:11,2.0,station_G,Final de ruta,Textiles,789.3759999999999
60,F9SXMECOSF,VXRCS,2024-06-04 10:07:40,37.0,station_A,Final carga,Electronics,1200.0
61,F9SXMECOSF,VXRCS,2024-06-04 10:07:40,37.0,station_A,Salida de vagones,Electronics,1200.0
62,F9SXMECOSF,VXRCS,2024-06-04 10:50:46,37.0,station_B,Llegada de vagones,Electronics,1134.24
63,F9SXMECOSF,VXRCS,2024-06-04 10:54:11,13.0,station_B,Salida de vagones,Electronics,1134.24
64,F9SXMECOSF,VXRCS,2024-06-04 10:54:11,13.0,station_B,Descarga de vagones,Electronics,1134.24
65,F9SXMECOSF,VXRCS,2024-06-04 11:24:25,13.0,station_C,Llegada de vagones,Electronics,1101.696
66,F9SXMECOSF,VXRCS,2024-06-04 11:25:00,9.0,station_C,Descarga de vagones,Electronics,1101.696
67,F9SXMECOSF,VXRCS,2024-06-04 11:25:00,9.0,station_C,Salida de vagones,Electronics,1101.696
68,F9SXMECOSF,VXRCS,2024-06-04 12:53:22,9.0,station_D,Llegada de vagones,Electronics,1023.216
69,F9SXMECOSF,VXRCS,2024-06-04 12:54:23,2.0,station_D,Salida de vagones,Electronics,1023.216
70,F9SXMECOSF,VXRCS,2024-06-04 12:54:23,2.0,station_D,Descarga de vagones,Electronics,1023.216
71,F9SXMECOSF,VXRCS,2024-06-04 13:53:29,2.0,station_E,Llegada de vagones,Electronics,974.256
72,F9SXMECOSF,VXRCS,2024-06-04 13:53:48,0.0,station_E,Salida de vagones,Electronics,974.256
73,F9SXMECOSF,VXRCS,2024-06-04 13:53:48,0.0,station_E,Descarga de vagones,Electronics,974.256
74,F9SXMECOSF,VXRCS,2024-06-04 14:58:06,0.0,station_F,Salida de vagones,Electronics,916.6559999999998
75,F9SXMECOSF,VXRCS,2024-06-04 14:58:06,0.0,station_F,Llegada de vagones,Electronics,916.6559999999998
76,F9SXMECOSF,VXRCS,2024-06-04 14:58:06,0.0,station_F,Descarga de vagones,Electronics,916.6559999999998
77,F9SXMECOSF,VXRCS,2024-06-04 17:13:38,0.0,station_G,Llegada de vagones,Electronics,796.6559999999998
78,F9SXMECOSF,VXRCS,2024-06-04 17:13:38,0.0,station_G,Final de ruta,Electronics,796.6559999999998
79,F9SXMECOSF,VXRCS,2024-06-04 17:13:38,0.0,station_G,Descarga de vagones,Electronics,796.6559999999998
80,UZRENUN5Z3,HHEXD,2024-06-05 10:06:04,34.0,station_A,Salida de vagones,Textiles,800.0
81,UZRENUN5Z3,HHEXD,2024-06-05 10:06:04,34.0,station_A,Final carga,Textiles,800.0
82,UZRENUN5Z3,HHEXD,2024-06-05 11:19:36,34.0,station_B,Llegada de vagones,Textiles,759.8
83,UZRENUN5Z3,HHEXD,2024-06-05 11:20:26,26.0,station_B,Descarga de vagones,Textiles,759.8
84,UZRENUN5Z3,HHEXD,2024-06-05 11:20:26,26.0,station_B,Salida de vagones,Textiles,759.8
85,UZRENUN5Z3,HHEXD,2024-06-05 12:00:15,26.0,station_C,Llegada de vagones,Textiles,737.12
86,UZRENUN5Z3,HHEXD,2024-06-05 12:00:55,19.0,station_C,Descarga de vagones,Textiles,737.12
87,UZRENUN5Z3,HHEXD,2024-06-05 12:00:55,19.0,station_C,Salida de vagones,Textiles,737.12
88,UZRENUN5Z3,HHEXD,2024-06-05 13:40:08,19.0,station_D,Llegada de vagones,Textiles,683.57
89,UZRENUN5Z3,HHEXD,2024-06-05 13:41:44,2.0,station_D,Salida de vagones,Textiles,683.57
90,UZRENUN5Z3,HHEXD,2024-06-05 13:41:44,2.0,station_D,Descarga de vagones,Textiles,683.57
91,UZRENUN5Z3,HHEXD,2024-06-05 14:52:58,2.0,station_E,Llegada de vagones,Textiles,652.97
92,UZRENUN5Z3,HHEXD,2024-06-05 14:53:10,0.0,station_E,Salida de vagones,Textiles,652.97
93,UZRENUN5Z3,HHEXD,2024-06-05 14:53:10,0.0,station_E,Descarga de vagones,Textiles,652.97
94,UZRENUN5Z3,HHEXD,2024-06-05 16:28:41,0.0,station_F,Salida de vagones,Textiles,616.97
95,UZRENUN5Z3,HHEXD,2024-06-05 16:28:41,0.0,station_F,Llegada de vagones,Textiles,616.97
96,UZRENUN5Z3,HHEXD,2024-06-05 16:28:41,0.0,station_F,Descarga de vagones,Textiles,616.97
97,UZRENUN5Z3,HHEXD,2024-06-05 19:21:39,0.0,station_G,Llegada de vagones,Textiles,541.97
98,UZRENUN5Z3,HHEXD,2024-06-05 19:21:39,0.0,station_G,Descarga de vagones,Textiles,541.97
99,UZRENUN5Z3,HHEXD,2024-06-05 19:21:39,0.0,station_G,Final de ruta,Textiles,541.97
100,ZXOI65FDHJ,VXRCS,2024-06-06 10:11:58,50.0,station_A,Salida de vagones,Food,422.2559999999998
101,ZXOI65FDHJ,VXRCS,2024-06-06 10:11:58,50.0,station_A,Final carga,Food,422.2559999999998
102,ZXOI65FDHJ,VXRCS,2024-06-06 11:01:31,50.0,station_B,Llegada de vagones,Food,332.2559999999998
103,ZXOI65FDHJ,VXRCS,2024-06-06 11:09:50,0.0,station_B,Descarga de vagones,Food,332.2559999999998
104,ZXOI65FDHJ,VXRCS,2024-06-06 11:09:50,0.0,station_B,Salida de vagones,Food,332.2559999999998
105,ZXOI65FDHJ,VXRCS,2024-06-06 11:40:00,0.0,station_C,Descarga de vagones,Food,296.2559999999998
106,ZXOI65FDHJ,VXRCS,2024-06-06 11:40:00,0.0,station_C,Llegada de vagones,Food,296.2559999999998
107,ZXOI65FDHJ,VXRCS,2024-06-06 11:40:00,0.0,station_C,Salida de vagones,Food,296.2559999999998
108,ZXOI65FDHJ,VXRCS,2024-06-06 13:03:36,0.0,station_D,Llegada de vagones,Food,206.2559999999998
109,ZXOI65FDHJ,VXRCS,2024-06-06 13:03:36,0.0,station_D,Descarga de vagones,Food,206.2559999999998
110,ZXOI65FDHJ,VXRCS,2024-06-06 13:03:36,0.0,station_D,Salida de vagones,Food,206.2559999999998
111,ZXOI65FDHJ,VXRCS,2024-06-06 14:05:00,0.0,station_E,Descarga de vagones,Food,146.2559999999998
112,ZXOI65FDHJ,VXRCS,2024-06-06 14:05:00,0.0,station_E,Llegada de vagones,Food,146.2559999999998
113,ZXOI65FDHJ,VXRCS,2024-06-06 14:05:00,0.0,station_E,Salida de vagones,Food,146.2559999999998
114,ZXOI65FDHJ,VXRCS,2024-06-06 15:14:42,0.0,station_F,Salida de vagones,Food,74.2559999999998
115,ZXOI65FDHJ,VXRCS,2024-06-06 15:14:42,0.0,station_F,Descarga de vagones,Food,74.2559999999998
116,ZXOI65FDHJ,VXRCS,2024-06-06 15:14:42,0.0,station_F,Llegada de vagones,Food,74.2559999999998
117,ZXOI65FDHJ,VXRCS,2024-06-06 17:30:11,0.0,station_G,Descarga de vagones,Food,0.0
118,ZXOI65FDHJ,VXRCS,2024-06-06 17:30:11,0.0,station_G,Final de ruta,Food,0.0
119,ZXOI65FDHJ,VXRCS,2024-06-06 17:30:11,0.0,station_G,Llegada de vagones,Food,0.0
120,7Q9AH8RVHS,UDAXI,2024-06-07 10:23:37,85.0,station_A,Salida de vagones,Food,602.1759999999999
121,7Q9AH8RVHS,UDAXI,2024-06-07 10:23:37,85.0,station_A,Final carga,Food,602.1759999999999
122,7Q9AH8RVHS,UDAXI,2024-06-07 12:07:01,85.0,station_B,Llegada de vagones,Food,528.1759999999999
123,7Q9AH8RVHS,UDAXI,2024-06-07 12:17:08,27.0,station_B,Descarga de vagones,Food,528.1759999999999
124,7Q9AH8RVHS,UDAXI,2024-06-07 12:17:08,27.0,station_B,Salida de vagones,Food,528.1759999999999
125,7Q9AH8RVHS,UDAXI,2024-06-07 13:32:40,27.0,station_C,Llegada de vagones,Food,497.6959999999999
126,7Q9AH8RVHS,UDAXI,2024-06-07 13:32:40,27.0,station_C,Salida de vagones,Food,497.6959999999999
127,7Q9AH8RVHS,UDAXI,2024-06-07 13:32:40,27.0,station_C,Descarga de vagones,Food,497.6959999999999
128,7Q9AH8RVHS,UDAXI,2024-06-07 16:19:36,27.0,station_D,Llegada de vagones,Food,421.4959999999999
129,7Q9AH8RVHS,UDAXI,2024-06-07 16:23:56,4.0,station_D,Salida de vagones,Food,421.4959999999999
130,7Q9AH8RVHS,UDAXI,2024-06-07 16:23:56,4.0,station_D,Descarga de vagones,Food,421.4959999999999
131,7Q9AH8RVHS,UDAXI,2024-06-07 18:18:44,4.0,station_E,Llegada de vagones,Food,379.8959999999999
132,7Q9AH8RVHS,UDAXI,2024-06-07 18:19:04,2.0,station_E,Salida de vagones,Food,379.8959999999999
133,7Q9AH8RVHS,UDAXI,2024-06-07 18:19:04,2.0,station_E,Descarga de vagones,Food,379.8959999999999
134,7Q9AH8RVHS,UDAXI,2024-06-07 20:56:38,2.0,station_F,Llegada de vagones,Food,330.9359999999999
135,7Q9AH8RVHS,UDAXI,2024-06-07 20:56:58,0.0,station_F,Salida de vagones,Food,330.9359999999999
136,7Q9AH8RVHS,UDAXI,2024-06-07 20:56:58,0.0,station_F,Descarga de vagones,Food,330.9359999999999
137,7Q9AH8RVHS,UDAXI,2024-06-08 01:54:52,0.0,station_G,Descarga de vagones,Food,230.93599999999992
138,7Q9AH8RVHS,UDAXI,2024-06-08 01:54:52,0.0,station_G,Llegada de vagones,Food,230.93599999999992
139,7Q9AH8RVHS,UDAXI,2024-06-08 01:54:52,0.0,station_G,Final de ruta,Food,230.93599999999992
140,6GT6MJXK87,HHEXD,2024-06-08 10:02:40,9.0,station_A,Final carga,Chemicals,307.97
141,6GT6MJXK87,HHEXD,2024-06-08 10:02:40,9.0,station_A,Salida de vagones,Chemicals,307.97
142,6GT6MJXK87,HHEXD,2024-06-08 11:19:23,9.0,station_B,Llegada de vagones,Chemicals,242.57
143,6GT6MJXK87,HHEXD,2024-06-08 11:20:21,4.0,station_B,Salida de vagones,Chemicals,242.57
144,6GT6MJXK87,HHEXD,2024-06-08 11:20:21,4.0,station_B,Descarga de vagones,Chemicals,242.57
145,6GT6MJXK87,HHEXD,2024-06-08 12:03:48,4.0,station_C,Llegada de vagones,Chemicals,205.13
146,6GT6MJXK87,HHEXD,2024-06-08 12:04:24,1.0,station_C,Descarga de vagones,Chemicals,205.13
147,6GT6MJXK87,HHEXD,2024-06-08 12:04:24,1.0,station_C,Salida de vagones,Chemicals,205.13
148,6GT6MJXK87,HHEXD,2024-06-08 13:53:54,1.0,station_D,Descarga de vagones,Chemicals,114.23000000000005
149,6GT6MJXK87,HHEXD,2024-06-08 13:53:54,1.0,station_D,Salida de vagones,Chemicals,114.23000000000005
150,6GT6MJXK87,HHEXD,2024-06-08 13:53:54,1.0,station_D,Llegada de vagones,Chemicals,114.23000000000005
151,6GT6MJXK87,HHEXD,2024-06-08 15:05:18,1.0,station_E,Llegada de vagones,Chemicals,53.63000000000004
152,6GT6MJXK87,HHEXD,2024-06-08 15:05:18,1.0,station_E,Descarga de vagones,Chemicals,53.63000000000004
153,6GT6MJXK87,HHEXD,2024-06-08 15:05:18,1.0,station_E,Salida de vagones,Chemicals,53.63000000000004
154,TZX272HPOE,UDAXI,2024-06-08 16:04:23,21.0,station_A,Salida de vagones,Electronics,1000.0
155,TZX272HPOE,UDAXI,2024-06-08 16:04:23,21.0,station_A,Final carga,Electronics,1000.0
156,6GT6MJXK87,HHEXD,2024-06-08 16:43:04,1.0,station_F,Llegada de vagones,Chemicals,0.0
157,6GT6MJXK87,HHEXD,2024-06-08 16:43:15,0.0,station_F,Salida de vagones,Chemicals,0.0
158,6GT6MJXK87,HHEXD,2024-06-08 16:43:15,0.0,station_F,Descarga de vagones,Chemicals,0.0
159,TZX272HPOE,UDAXI,2024-06-08 17:56:25,21.0,station_B,Llegada de vagones,Electronics,961.28
160,TZX272HPOE,UDAXI,2024-06-08 17:58:46,3.0,station_B,Descarga de vagones,Electronics,961.28
161,TZX272HPOE,UDAXI,2024-06-08 17:58:46,3.0,station_B,Salida de vagones,Electronics,961.28
162,TZX272HPOE,UDAXI,2024-06-08 19:06:15,3.0,station_C,Llegada de vagones,Electronics,941.504
163,TZX272HPOE,UDAXI,2024-06-08 19:06:22,2.0,station_C,Salida de vagones,Electronics,941.504
164,TZX272HPOE,UDAXI,2024-06-08 19:06:22,2.0,station_C,Descarga de vagones,Electronics,941.504
165,6GT6MJXK87,HHEXD,2024-06-08 19:50:34,0.0,station_G,Descarga de vagones,Chemicals,0.0
166,6GT6MJXK87,HHEXD,2024-06-08 19:50:34,0.0,station_G,Llegada de vagones,Chemicals,0.0
167,6GT6MJXK87,HHEXD,2024-06-08 19:50:34,0.0,station_G,Final de ruta,Chemicals,0.0
168,TZX272HPOE,UDAXI,2024-06-08 22:02:45,2.0,station_D,Llegada de vagones,Electronics,892.544
169,TZX272HPOE,UDAXI,2024-06-08 22:03:01,0.0,station_D,Descarga de vagones,Electronics,892.544
170,TZX272HPOE,UDAXI,2024-06-08 22:03:01,0.0,station_D,Salida de vagones,Electronics,892.544
171,TZX272HPOE,UDAXI,2024-06-09 00:11:32,0.0,station_E,Llegada de vagones,Electronics,860.544
172,TZX272HPOE,UDAXI,2024-06-09 00:11:32,0.0,station_E,Descarga de vagones,Electronics,860.544
173,TZX272HPOE,UDAXI,2024-06-09 00:11:32,0.0,station_E,Salida de vagones,Electronics,860.544
174,TZX272HPOE,UDAXI,2024-06-09 02:38:20,0.0,station_F,Llegada de vagones,Electronics,822.144
175,TZX272HPOE,UDAXI,2024-06-09 02:38:20,0.0,station_F,Salida de vagones,Electronics,822.144
176,TZX272HPOE,UDAXI,2024-06-09 02:38:20,0.0,station_F,Descarga de vagones,Electronics,822.144
177,TZX272HPOE,UDAXI,2024-06-09 08:42:23,0.0,station_G,Final de ruta,Electronics,742.144
178,TZX272HPOE,UDAXI,2024-06-09 08:42:23,0.0,station_G,Llegada de vagones,Electronics,742.144
179,TZX272HPOE,UDAXI,2024-06-09 08:42:23,0.0,station_G,Descarga de vagones,Electronics,742.144
180,PDPFF5E8II,VXRCS,2024-06-10 10:11:36,45.0,station_A,Salida de vagones,Chemicals,1200.0
181,PDPFF5E8II,VXRCS,2024-06-10 10:11:36,45.0,station_A,Final carga,Chemicals,1200.0
182,PDPFF5E8II,VXRCS,2024-06-10 10:59:24,45.0,station_B,Llegada de vagones,Chemicals,1095.6
183,PDPFF5E8II,VXRCS,2024-06-10 11:01:15,35.0,station_B,Descarga de vagones,Chemicals,1095.6
184,PDPFF5E8II,VXRCS,2024-06-10 11:01:15,35.0,station_B,Salida de vagones,Chemicals,1095.6
185,PDPFF5E8II,VXRCS,2024-06-10 11:28:10,35.0,station_C,Llegada de vagones,Chemicals,1037.28
186,PDPFF5E8II,VXRCS,2024-06-10 11:31:17,19.0,station_C,Descarga de vagones,Chemicals,1037.28
187,PDPFF5E8II,VXRCS,2024-06-10 11:31:17,19.0,station_C,Salida de vagones,Chemicals,1037.28
188,PDPFF5E8II,VXRCS,2024-06-10 12:42:46,19.0,station_D,Llegada de vagones,Chemicals,908.76
189,PDPFF5E8II,VXRCS,2024-06-10 12:46:30,3.0,station_D,Descarga de vagones,Chemicals,908.76
190,PDPFF5E8II,VXRCS,2024-06-10 12:46:30,3.0,station_D,Salida de vagones,Chemicals,908.76
191,PDPFF5E8II,VXRCS,2024-06-10 13:36:47,3.0,station_E,Llegada de vagones,Chemicals,834.6
192,PDPFF5E8II,VXRCS,2024-06-10 13:37:22,0.0,station_E,Descarga de vagones,Chemicals,834.6
193,PDPFF5E8II,VXRCS,2024-06-10 13:37:22,0.0,station_E,Salida de vagones,Chemicals,834.6
194,PDPFF5E8II,VXRCS,2024-06-10 14:46:17,0.0,station_F,Descarga de vagones,Chemicals,748.2
195,PDPFF5E8II,VXRCS,2024-06-10 14:46:17,0.0,station_F,Salida de vagones,Chemicals,748.2
196,PDPFF5E8II,VXRCS,2024-06-10 14:46:17,0.0,station_F,Llegada de vagones,Chemicals,748.2
197,PDPFF5E8II,VXRCS,2024-06-10 17:15:02,0.0,station_G,Llegada de vagones,Chemicals,568.2
198,PDPFF5E8II,VXRCS,2024-06-10 17:15:02,0.0,station_G,Descarga de vagones,Chemicals,568.2
199,PDPFF5E8II,VXRCS,2024-06-10 17:15:02,0.0,station_G,Final de ruta,Chemicals,568.2
200,DOECVE6PR5,HHEXD,2024-06-11 10:10:52,36.0,station_A,Salida de vagones,Chemicals,800.0
201,DOECVE6PR5,HHEXD,2024-06-11 10:10:52,36.0,station_A,Final carga,Chemicals,800.0
202,DOECVE6PR5,HHEXD,2024-06-11 11:15:20,36.0,station_B,Llegada de vagones,Chemicals,718.4
203,DOECVE6PR5,HHEXD,2024-06-11 11:16:48,28.0,station_B,Descarga de vagones,Chemicals,718.4
204,DOECVE6PR5,HHEXD,2024-06-11 11:16:48,28.0,station_B,Salida de vagones,Chemicals,718.4
205,DOECVE6PR5,HHEXD,2024-06-11 11:56:44,28.0,station_C,Llegada de vagones,Chemicals,672.3199999999999
206,DOECVE6PR5,HHEXD,2024-06-11 12:01:07,5.0,station_C,Descarga de vagones,Chemicals,672.3199999999999
207,DOECVE6PR5,HHEXD,2024-06-11 12:01:07,5.0,station_C,Salida de vagones,Chemicals,672.3199999999999
208,DOECVE6PR5,HHEXD,2024-06-11 13:42:22,5.0,station_D,Llegada de vagones,Chemicals,577.8199999999999
209,DOECVE6PR5,HHEXD,2024-06-11 13:43:12,1.0,station_D,Salida de vagones,Chemicals,577.8199999999999
210,DOECVE6PR5,HHEXD,2024-06-11 13:43:12,1.0,station_D,Descarga de vagones,Chemicals,577.8199999999999
211,DOECVE6PR5,HHEXD,2024-06-11 14:51:32,1.0,station_E,Llegada de vagones,Chemicals,517.2199999999999
212,DOECVE6PR5,HHEXD,2024-06-11 14:51:44,0.0,station_E,Descarga de vagones,Chemicals,517.2199999999999
213,DOECVE6PR5,HHEXD,2024-06-11 14:51:44,0.0,station_E,Salida de vagones,Chemicals,517.2199999999999
214,DOECVE6PR5,HHEXD,2024-06-11 16:24:03,0.0,station_F,Llegada de vagones,Chemicals,445.2199999999999
215,DOECVE6PR5,HHEXD,2024-06-11 16:24:03,0.0,station_F,Descarga de vagones,Chemicals,445.2199999999999
216,DOECVE6PR5,HHEXD,2024-06-11 16:24:03,0.0,station_F,Salida de vagones,Chemicals,445.2199999999999
217,DOECVE6PR5,HHEXD,2024-06-11 19:19:48,0.0,station_G,Llegada de vagones,Chemicals,295.2199999999999
218,DOECVE6PR5,HHEXD,2024-06-11 19:19:48,0.0,station_G,Final de ruta,Chemicals,295.2199999999999
219,DOECVE6PR5,HHEXD,2024-06-11 19:19:48,0.0,station_G,Descarga de vagones,Chemicals,295.2199999999999
220,0MGG1W103D,VXRCS,2024-06-12 10:09:01,50.0,station_A,Final carga,Electronics,1200.0
221,0MGG1W103D,VXRCS,2024-06-12 10:09:01,50.0,station_A,Salida de vagones,Electronics,1200.0
222,0MGG1W103D,VXRCS,2024-06-12 10:49:13,50.0,station_B,Llegada de vagones,Electronics,1128.0
223,0MGG1W103D,VXRCS,2024-06-12 10:49:36,47.0,station_B,Salida de vagones,Electronics,1128.0
224,0MGG1W103D,VXRCS,2024-06-12 10:49:36,47.0,station_B,Descarga de vagones,Electronics,1128.0
225,0MGG1W103D,VXRCS,2024-06-12 11:15:14,47.0,station_C,Llegada de vagones,Electronics,1085.664
226,0MGG1W103D,VXRCS,2024-06-12 11:18:24,22.0,station_C,Descarga de vagones,Electronics,1085.664
227,0MGG1W103D,VXRCS,2024-06-12 11:18:24,22.0,station_C,Salida de vagones,Electronics,1085.664
228,0MGG1W103D,VXRCS,2024-06-12 12:27:32,22.0,station_D,Llegada de vagones,Electronics,997.824
229,0MGG1W103D,VXRCS,2024-06-12 12:28:46,12.0,station_D,Descarga de vagones,Electronics,997.824
230,0MGG1W103D,VXRCS,2024-06-12 12:28:46,12.0,station_D,Salida de vagones,Electronics,997.824
231,0MGG1W103D,VXRCS,2024-06-12 13:20:58,12.0,station_E,Llegada de vagones,Electronics,944.064
232,0MGG1W103D,VXRCS,2024-06-12 13:22:39,0.0,station_E,Descarga de vagones,Electronics,944.064
233,0MGG1W103D,VXRCS,2024-06-12 13:22:39,0.0,station_E,Salida de vagones,Electronics,944.064
234,0MGG1W103D,VXRCS,2024-06-12 14:41:05,0.0,station_F,Descarga de vagones,Electronics,886.4639999999999
235,0MGG1W103D,VXRCS,2024-06-12 14:41:05,0.0,station_F,Llegada de vagones,Electronics,886.4639999999999
236,0MGG1W103D,VXRCS,2024-06-12 14:41:05,0.0,station_F,Salida de vagones,Electronics,886.4639999999999
237,0MGG1W103D,VXRCS,2024-06-12 17:00:16,0.0,station_G,Llegada de vagones,Electronics,766.4639999999999
